5.47	610.32	0	0.01	35.65	35.05	35.65
17.75	627.08	0	0.01	35.67	34.87	35.67
165.88	735.82	0	0.01	35.87	35.47	35.87
234.33	681.13	0	0.01	33.78	33.78	33.78
663.36	639.36	0	0.01	32.45	32.45	32.45
5.87	659.62	0	0.01	15.73	15.73	15.73
27.87	636.82	0	0.01	17.2	17.2	17.2
90.22	637.9	0	0.01	17.57	17.57	17.57
169.55	617.43	0	0.01	16.23	16.2	16.23
185.92	613.18	0	0.01	19.08	17.6	19.08
72.78	590.68	0	0.01	19.18	19.18	19.18
304.05	580.45	0	0.01	20.65	20.65	20.65
644.35	571.27	0	0.01	18.28	18.28	18.28
1235.25	604.57	0	0.01	17.05	17.05	17.05
1340.08	618.53	0	0.01	15.35	15.35	15.35
29.17	629.7	0	0.01	25.48	25.4	25.48
1.96	680.21	0	0.01	26.87	26.65	26.87
27.23	607.86	0	0.01	26	25.95	26
203.65	596.95	0	0.01	26.25	26.25	26.25
600.85	604.82	0	0.01	24.42	24.42	24.42
35.75	597.35	0	0.01	24.58	24.58	24.58
496.9	688.73	0	0.01	27.4	26.2	27.4
916.4	751.27	0	0.01	28.3	28.3	28.3
1148.98	791.07	0	0.01	33.52	33.12	33.52
1183.12	741.27	0	0.01	29.92	29.92	29.9
34.45	703.88	0	0.01	32.7	31.07	32.7
83.55	721.22	0	0.01	33.72	33.72	33.72
256.05	718.68	0	0.01	36.38	36.38	36.38
381.32	715.73	0	0.01	31.63	30.57	31.63
427.47	705.31	0	0.01	30.63	30.63	30.63
256.64	621.55	0	0.01	25.27	25.27	25.27
404.58	636.8	0	0.01	24.57	24.57	24.57
508.35	599.43	0	0.01	24.43	22.97	24.43
778.22	591.68	0	0.01	21.31	19.38	21.31
698.32	616.62	0	0.01	20.43	19.8	20.43
