286.18	1056.67	0	0.01	19.03	18.05	19.03
458.77	1183.6	0	0.01	21.2	20.68	21.2
542.15	1054.35	0	0.01	15.73	14.75	15.73
581.55	1009.15	0	0.01	15.5	14.63	15.5
567.25	911.88	0	0.01	16.87	16.47	16.87
545.33	886	0	0.01	7.68	6.7	7.68
651.93	886.95	0	0.01	5.17	4.7	5.17
640.93	893.48	0	0.01	6.3	5.07	6.3
626.67	884.3	0	0.01	5.07	4.5	5.07
591.93	870.9	0	0.01	6.27	6.27	6.27
698.17	1434.2	0	0.01	5.32	5.32	5.32
827.92	1296.48	0	0.01	6.45	5.9	6.45
871.28	1307.48	0	0.01	6.95	5.27	6.95
892.95	1354.4	0	0.01	5.6	5.57	5.6
916.68	1412.57	0	0.01	2.53	2.53	2.53
857.76	820.1	0	0.01	12.87	12.47	12.87
965.65	831.57	0	0.01	5.55	5.55	5.55
1002.82	888.1	0	0.01	11.28	10.88	11.28
984.35	891.58	0	0.01	9.57	9.57	9.57
969.18	883.68	0	0.01	7.87	7.87	7.87
506.43	929.8	0	0.01	14.8	14.8	14.8
548.08	873.35	0	0.01	13.94	13.94	13.94
543.92	806.12	0	0.01	17.28	17.28	17.28
537.28	784.2	0	0.01	14.77	14.77	14.77
506.78	769.93	0	0.01	16.33	15.97	16.33
523.33	1040.05	0	0.01	15.82	15.28	15.82
653.42	1068.58	0	0.01	14.87	12.6	14.87
641.56	1101.38	0	0.01	10.17	9	10.17
588.67	1091.08	0	0.01	10.37	10.18	10.37
583.6	1116.42	0	0.01	11.43	10.45	11.43
588.3	823.57	0	0.01	17.23	16.73	17.23
721.72	832.32	0	0.01	16.37	16.37	16.37
728.85	841.88	0	0.01	12.1	12.1	12.1
659	871.95	0	0.01	17.18	17.18	17.18
645.27	903.65	0	0.01	14.98	14.98	14.98
