7.5	618.32	0	0.01	30.07	29.85	30.07
124.53	680.72	0	0.01	32.15	30.78	32.15
235.08	659.62	0	0.01	30.72	30.61	30.72
372.52	654.15	0	0.01	32.81	30	32.81
353.15	623.24	0	0.01	40.5	39.61	40.5
21.08	586.88	0	0.01	10.89	10.89	10.89
30.75	613.45	0	0.01	6.58	6.58	6.58
127.3	610.92	0	0.01	5.07	5.07	5.07
203.23	631.68	0	0.01	4.07	4.07	4.07
790.2	613.5	0	0.01	6.04	6.04	6.04
15.45	596.68	0	0.01	24.56	22.6	24.56
99.08	572.52	0	0.01	22.05	22.05	22.05
191.05	569.73	0	0.01	24.17	23.56	24.17
194.05	564.07	0	0.01	25.11	23.48	25.11
247.7	584.67	0	0.01	27.75	26.71	27.75
7.38	582.85	0	0.01	25.52	24.4	25.52
263.42	607.72	0	0.01	24.58	24.23	24.58
631.85	606.87	0	0.01	19.47	19.08	19.47
598.53	598.42	0	0.01	19.6	19.55	19.6
747.83	610.45	0	0.01	18.68	18.68	18.68
168.53	600.23	0	0.01	32.67	31.82	32.67
293.3	589.87	0	0.01	32.93	32.85	32.93
401.37	598.08	0	0.01	79.5	63.64	79.5
351.87	643.68	0	0.01	42.67	39.4	42.67
276.45	646.23	0	0.01	34.95	34.02	34.95
87.07	623.27	0	0.01	24.52	23.53	24.52
287.5	644.1	0	0.01	19.06	18.08	19.06
482.7	654.67	0	0.01	17.67	17.63	17.67
547.83	643.6	0	0.01	19.03	19.03	19.03
579.93	661.72	0	0.01	16.67	16.67	16.67
3.52	605.3	0	0.01	24.47	24.47	24.47
45.5	622.45	0	0.01	34.73	34.5	34.73
83.63	588.52	0	0.01	33.43	32.33	33.43
124.16	609.63	0	0.01	28.67	28.4	28.67
95.65	620.78	0	0.01	31.47	30.85	31.47
