10.48	648.92	0	0.01	37.28	37.25	37.28
5.86	685.85	0	0.01	40.98	40.12	40.98
111.6	623.7	0	0.01	39.63	39.63	39.63
175.27	671.6	0	0.01	40.6	40.6	40.6
83.57	648.14	0	0.01	38.85	38.85	38.85
8.8	637.08	0	0.01	16.38	15.45	16.38
70	626.22	0	0.01	7.98	7.22	7.98
88.32	610.77	0	0.01	14.35	12.45	14.35
115.18	611.67	0	0.01	12.45	11.48	12.45
86.45	589.23	0	0.01	11.27	11.27	11.27
58.62	595	0	0.01	24.2	24.2	24.2
6	578.35	0	0.01	20.6	20.6	20.6
85.79	576.88	0	0.01	24.21	24.21	24.21
204.75	577.37	0	0.01	22.96	22	22.96
177.62	518	0	0.01	25.51	25.51	25.51
13.47	599.43	0	0.01	21.92	21.92	21.92
21.38	635.48	0	0.01	29.47	29.47	29.47
24.38	593.82	0	0.01	17.43	17.43	17.43
93.1	625.43	0	0.01	15.95	15.95	15.95
98.37	598.87	0	0.01	23.18	22.12	23.18
75.11	606.81	0	0.01	29.5	28.95	29.5
45.33	677.1	0	0.01	30.83	29.85	30.83
141.63	700.6	0	0.01	33.95	32.52	33.95
429.25	647.8	0	0.01	36.18	35.58	36.18
733.65	664.43	0	0.01	34.65	34.65	34.65
13.23	630.8	0	0.01	18.9	18.68	18.9
4.44	697.29	0	0.01	20.75	20.38	20.75
11.3	683.92	0	0.01	19.77	19.77	19.77
62.44	639.51	0	0.01	15.17	15.12	15.17
320.24	625.37	0	0.01	19.7	19.38	19.7
104.58	577.96	0	0.01	37.53	37.2	37.53
138.22	575.11	0	0.01	19.84	19.45	19.84
425.7	573.09	0	0.01	19.48	19.48	19.48
509.78	590.3	0	0.01	18.1	18.1	18.1
570.18	595.38	0	0.01	22.41	22.41	22.41
