27;62;100848;662;1500;0.01;0;4;5;5;36
27;62;100848;780;1398;0.01;0;5;6;6;60
28;61;100847;825;1318;0.01;0;6;6;6;84
28;61;100847;841;1315;0.01;0;5;6;6;108
28;60;100847;881;1327;0.01;0;4;6;9;140
29;60;100847;890;1334;0.01;0;5;5;6;156
29;60;100847;888;1329;0.01;0;5;5;6;180
29;60;100847;917;1317;0.01;0;7;8;8;204
29;60;100846;899;1413;0.01;0;3;4;4;228
29;59;100846;913;1454;0.01;0;3;4;4;254
29;59;100846;940;1435;0.01;0;2;2;2;278
29;59;100846;940;1422;0.01;0;2;2;2;302
29;59;100846;952;1415;0.01;0;2;2;2;340
29;58;100845;821;1418;0.01;0;4;4;5;360
29;56;100845;490;1374;0.01;0;4;4;4;386
29;53;100845;271;1167;0.01;0;16;17;17;416
29;52;100847;136;961;0.01;0;17;18;18;432
29;51;100852;39;861;0.01;0;21;23;23;456
29;50;100858;23;725;0.01;0;21;23;23;482
28;50;100864;19;691;0.01;0;23;25;26;512
28;49;100869;1;643;0.01;0;24;25;25;540
28;49;100874;7;663;0.01;0;24;25;25;552
28;49;100879;5;588;0.01;0;23;24;24;576
28;49;100884;22;561;0.01;0;23;25;25;602
27;49;100888;5;567;0.01;0;23;25;25;642
27;50;100893;11;630;0.01;0;31;33;33;662
27;50;100897;1;542;0.01;0;25;27;27;686
27;50;100901;6;602;0.01;0;25;27;27;710
27;50;100904;11;611;0.01;0;17;18;18;734
27;50;100908;9;597;0.01;0;24;27;28;772
27;50;100911;0;0;0;0;0;0;0;780
26;51;100914;1;569;0.01;0;19;21;22;804
26;51;100917;1;605;0.01;0;23;26;26;828
26;51;100920;1;610;0.01;0;23;26;26;852
26;51;100922;5;576;0.01;0;21;22;22;876
26;51;100924;27;624;0.01;0;21;23;25;908
26;51;100926;6;596;0.01;0;21;23;25;942
26;52;100928;43;603;0.01;0;0;0;0;962
26;51;100930;99;567;0.01;0;20;21;21;982
27;51;100932;147;580;0.01;0;23;24;24;1024
0;0;0;188;575;0.01;0;0;0;0;1030
27;50;100935;229;582;0.01;0;22;24;25;1054
27;50;100936;211;574;0.01;0;23;24;25;1078
27;50;100937;200;577;0.01;0;21;24;26;1108
27;50;100939;177;566;0.01;0;0;0;0;1130
28;49;100940;234;590;0.01;0;20;22;22;1154
28;49;100941;287;610;0.01;0;28;32;34;1178
28;49;100942;314;584;0.01;0;28;31;33;1214
28;49;100943;396;613;0.01;0;28;31;33;1238
28;49;100943;416;578;0.01;0;22;24;25;1268
0;0;0;310;598;0.01;0;26;27;27;1288
28;48;100944;194;517;0.01;0;24;25;26;1332
28;48;100945;173;571;0.01;0;24;26;27;1356
28;48;100946;141;588;0.01;0;24;26;27;1380
28;48;100946;109;593;0.01;0;21;23;24;1404
28;48;100946;0;0;0;0;33;35;35;1446
0;0;0;169;598;0.01;0;0;0;0;1450
28;48;100947;169;579;0.01;0;19;20;20;1476
28;48;100947;129;626;0.01;0;19;21;21;1500
28;48;100946;87;567;0.01;0;19;21;21;1534
28;48;100946;94;599;0.01;0;18;19;19;1558
28;48;100946;101;569;0.01;0;31;33;33;1586
28;48;100946;47;615;0.01;0;20;21;21;1606
27;48;100946;5;633;0.01;0;26;28;28;1630
27;48;100946;1;568;0.01;0;20;21;21;1674
0;0;0;4;593;0.01;0;0;0;0;1678
28;48;100945;111;581;0.01;0;23;25;25;1702
28;47;100944;213;562;0.01;0;26;28;29;1726
28;47;100943;202;580;0.01;0;26;28;29;1754
28;47;100943;177;567;0.01;0;17;19;20;1790
28;48;100942;158;569;0.01;0;17;19;19;1802
28;47;100942;143;588;0.01;0;17;19;19;1836
28;47;100942;168;583;0.01;0;18;20;20;1860
28;47;100941;230;581;0.01;0;20;21;21;1900
0;0;0;192;553;0.01;0;0;0;0;1912
29;46;100941;168;588;0.01;0;14;14;14;1932
29;46;100941;217;628;0.01;0;25;27;27;1956
29;45;100941;247;602;0.01;0;25;27;27;1980
29;45;100941;197;619;0.01;0;18;19;19;2008
28;45;100941;97;572;0.01;0;22;23;23;2028
28;46;100941;25;584;0.01;0;22;23;23;2052
28;46;100941;10;561;0.01;0;29;31;31;2076
28;46;100941;26;573;0.01;0;29;31;31;2102
27;47;100942;28;604;0.01;0;29;31;31;2142
