124;2
124;2
124;4
123;4
123;5
123;7
123;7
123;8
123;9
123;10
123;12
123;12
123;13
122;15
122;15
122;17
122;17
122;19
122;19
122;20
121;21
121;22
121;23
121;24
121;25
121;26
120;28
120;28
120;30
119;32
119;32
118;34
118;34
117;36
117;36
116;37
116;38
116;39
115;40
115;41
115;42
115;43
115;44
114;45
114;46
113;47
113;48
112;49
112;50
111;51
110;52
109;53
108;54
106;56
102;57
100;58
97;59
95;60
92;61
89;62
87;63
84;64
81;65
79;66
77;67
75;68
74;69
73;70
73;71
73;72
72;73
72;75
71;75
71;77
70;77
69;78
69;79
70;80
70;81
70;82
71;84
71;84
72;85
72;87
72;87
72;88
72;89
73;90
73;92
73;92
74;93
76;95
76;95
76;97
76;99
77;99
77;100
77;101
78;102
78;103
79;104
80;105
81;106
82;108
82;108
83;110
84;110
84;112
84;112
84;114
85;114
85;116
86;116
86;118
87;118
87;120
88;120
89;122
90;123
90;123
89;125
89;125
88;126
88;128
88;129
88;130
88;131
89;132
89;133
89;134
89;136
88;137
88;138
88;139
89;140
89;141
89;142
90;144
90;145
90;146
90;147
89;148
89;149
88;150
88;151
88;152
88;153
87;154
88;155
88;156
88;158
87;159
88;161
88;162
88;163
87;164
87;165
86;166
85;167
85;168
85;169
85;170
84;171
83;172
83;173
83;174
82;175
82;176
82;177
83;178
82;179
81;180
79;182
80;183
79;184
80;185
80;186
80;187
80;188
80;189
80;190
80;191
80;192
81;193
81;194
80;195
80;196
80;197
80;198
81;199
81;200
81;201
81;202
81;203
81;204
81;205
81;207
82;208
82;209
82;210
82;211
81;212
80;213
80;214
79;215
79;217
79;217
79;218
79;219
79;220
79;221
79;222
79;223
79;224
78;225
78;226
78;227
77;228
77;229
76;230
75;231
75;232
74;233
74;234
73;235
74;236
74;237
74;238
75;239
74;240
74;241
74;242
73;243
73;244
73;245
73;246
73;247
73;249
72;250
71;251
71;252
71;253
71;254
70;255
70;256
70;257
70;258
71;259
70;260
70;261
70;262
70;263
69;264
69;266
68;267
68;268
68;269
68;270
68;271
68;272
69;273
71;274
72;275
72;276
71;277
71;278
72;279
72;280
73;281
72;282
71;283
71;284
70;285
71;286
71;287
71;288
71;289
71;290
70;291
70;292
70;293
70;295
70;296
70;297
70;298
69;299
69;300
69;301
69;302
69;303
68;304
68;305
68;306
67;307
70;308
70;309
70;310
71;311
71;312
71;313
71;314
70;315
70;316
70;317
70;318
71;319
71;320
72;321
73;322
73;323
74;324
75;325
74;326
74;327
75;328
77;329
78;330
78;331
79;333
78;334
79;335
80;336
81;337
82;338
