Temperature	Relative Humidity	PM2.5	TVOC	CO2	CO	Air Pressure	Ozone	NO2	Virus Index	Temperature	Humidity	Pressure	VOC	CO2	CO	NO2	PM1.0	PM2.5	PM10
23.4	51.8	17	26	509	0	1014	5	0.6	2	27.53	45.23	99713.13	168.53	600.23	0	0.01	32.67	31.82	32.67
23.3	52.9	30	63	509	0	1013.9	5.1	0.3	4	27.53	44.9	99716.47	293.3	589.87	0	0.01	32.93	32.85	32.93
22.4	54.4	70	49	508	0	1013.9	8	19.4	6	27.5	45.16	99597.91	401.37	598.08	0	0.01	79.5	63.64	79.5
22.2	54.9	24	65	502	0	1013.9	8	19.4	2	27.53	44.25	99721.02	351.87	643.68	0	0.01	42.67	39.4	42.67
21.9	55.9	27	18	502	0	1013.9	8	19.4	4	27.53	44.25	99721.85	276.45	646.23	0	0.01	34.95	34.02	34.95
22.1	55	22	0	498	0	1013.9	8	19.4	2	27.83	43.95	99723.08	238.85	674.97	0	0.01	34.05	33.65	34.05
22.3	55.1	13	0	490	0	1013.8	7.6	12.8	1	28.52	43.27	99724.32	205.63	612.55	0	0.01	34.96	34.96	34.96
22.3	55.4	44	18	494	0	1013.9	7.2	5.3	4	28.52	43.27	99724.75	161.76	626.74	0	0.01	36.72	36.31	36.72
22.6	53.8	200	79	501	0	1013.8	7.1	5.4	6	28.07	43.27	99725.02	156.4	590.45	0	0.01	37.98	37.45	37.98
22.5	55.6	15	16	506	0	1013.8	7.4	9.5	2	27.33	43.86	99000.36	105.07	662.75	0	0.01	36.38	36.38	36.38
22.6	55.2	14	8	520	0	1013.8	7.5	10.2	1	27.53	44.25	99724.75	39.82	605.37	0	0.01	29.87	29.87	29.87
22.6	54.5	48	3	521	0	1013.6	7.5	11.8	4	27.53	44.25	99723.92	10.15	611.8	0	0.01	30.87	30.87	30.87
23.3	52.4	27	0	516	0	1013.6	7.6	14.8	4	27.53	44.25	99722	31.87	612.85	0	0.01	28.12	27.33	28.12
24.2	50.2	24	0	508	0	1013.6	7.6	14.8	3	28.25	44.25	99719.67	159.36	674.5	0	0.01	31.32	31.32	31.32
24.5	48.8	19	0	503	0	1013.6	7.6	16.6	3	28.52	44.25	99717.33	355.45	749.38	0	0.01	32.45	32.45	32.45
24.5	48.5	13	0	492	0	1013.6	7.3	11.4	2	28.52	44.07	99715.33	449.48	714.78	0	0.01	31.8	31.6	31.8
24.2	50.9	24	5	490	0	1013.6	7.1	6.8	3	29.28	42.93	99713.6	512.92	647.38	0	0.01	37.67	36.37	37.67
24.2	50	24	7	486	0	1013.6	7.2	8.2	3	29.1	42.28	99712.4	323.78	604.73	0	0.01	31.92	31.92	31.92
23.7	51.4	14	7	488	0	1013.7	7.4	10.6	1	29.5	41.62	99711.3	346.72	557.77	0	0.01	28.52	28.52	28.52
23.4	52.3	69	15	498	0	1013.7	4.4	0.9	6	29.02	41.3	99710.98	162.92	573.98	0	0.01	32.93	32.93	32.93
23.6	51.8	200	21	505	0	1013.6	7	4.6	6	28.52	42.17	99710.98	137.45	602.58	0	0.01	36.3	35.9	36.3
23.7	51.4	52	21	508	0	1013.6	7	5	6	28.52	42.28	99710.8	108.95	596.27	0	0.01	30.5	30.32	30.5
23.6	50.9	56	582	512	0	1013.6	7.2	8.4	6	28.52	42.28	99709.53	30.52	598.6	0	0.01	32.07	31.52	32.07
24	51.8	16	38	517	0	1013.6	7.1	6.2	3	28.52	42.28	99707.98	134.55	647.07	0	0.01	30.67	29.77	30.67
24.1	51	85	44	514	0	1013.6	4.4	0.5	7	28.52	42.28	99706.62	133.12	660.87	0	0.01	31.47	29.5	31.47
23.8	49.7	14	19	511	0	1013.6	7.2	9.4	1	28.52	42.28	99704.92	93.56	672.54	0	0.01	30.27	29.55	30.27
23.6	50.7	20	8	510	0	1013.5	7.5	12.7	2	28.52	42.28	99703.12	159.88	828.03	0	0.01	31.47	31.12	31.47
23.1	51.5	25	8	509	0	1013.5	7.9	19.3	4	29.42	41.19	99441.67	426.53	686.45	0	0.01	30.4	28.94	30.4
23.2	51.7	24	46	500	0	1013.6	7.8	18.2	2	29.5	41.3	99700.58	324.53	647.15	0	0.01	26.82	26.02	26.82
23	52	19	6	491	0	1013.5	8	19.4	2	29.5	41.3	99699.42	299.23	693.85	0	0.01	34.65	31.47	34.65
22.9	52.8	102	7	491	0	1013.5	7.7	13.7	6	29.38	40.71	99276.73	243.3	667.88	0	0.01	33.02	31.33	33.02
22.8	54.5	11	16	494	0	1013.5	7.2	5.8	1	30.02	40.32	99698.27	205.62	690.63	0	0.01	29.57	29.17	29.57
23.1	53	75	13	498	0	1013.6	7.2	5.8	6	30.48	40.32	99697.23	202.91	731.59	0	0.01	26.9	26.9	26.9
23.2	54.5	8	13	505	0	1013.5	7.3	6.2	1	30.37	39.47	99696.12	154.1	616.83	0	0.01	27.2	27.2	27.2
23.3	52.9	11	23	515	0	1013.4	7.3	6.6	1	29.5	39.93	99695.25	86.17	617.33	0	0.01	27.3	27.3	27.3
23.3	52.4	17	27	516	0	1013.5	7.3	7.5	2	29.5	40.32	99695.2	74.81	613.47	0	0.01	26.25	25.61	26.25
23.3	51.8	29	24	513	0	1013.5	7.5	10.7	4	29.5	40.25	99693.2	170.62	618.9	0	0.01	31.24	30.38	31.24
23.1	52.8	20	32	518	0	1013.5	7	2.9	2	29.5	39.33	99691.72	70.43	632.07	0	0.01	30.48	30.48	30.48
22.9	53.4	11	51	519	0	1013.4	7.2	5.2	1	28.87	39.33	97999.63	61.6	652.5	0	0.01	30.3	30.3	30.3
23.1	52.5	21	24	511	0	1013.4	7.4	9.7	2	28.52	40.87	99687.73	75.11	606.81	0	0.01	29.5	28.95	29.5
23.5	51.6	26	21	509	0	1013.4	7.3	7.6	4	28.65	41.3	99685.73	45.33	677.1	0	0.01	30.83	29.85	30.83
23.4	52.5	22	15	505	0	1013.4	7.3	7.9	2	30.18	40.62	99684.15	141.63	700.6	0	0.01	33.95	32.52	33.95
24.3	48.8	11	7	491	0	1013.3	7.4	10.9	2	31.82	39.48	99682.95	429.25	647.8	0	0.01	36.18	35.58	36.18
24.3	48.9	24	14	488	0	1013.3	7.1	6.3	3	33.23	38.55	99681.68	733.65	664.43	0	0.01	34.65	34.65	34.65
23.8	51	37	30	490	0	1013.4	7.2	7.3	4	33.93	36.92	99681.38	682.28	654.5	0	0.01	32.45	32.45	32.45
23.7	52.3	26	18	491	0	1013.4	7.3	7.2	4	34.42	34.92	99680.5	655.22	656.7	0	0.01	29.07	29.07	29.07
23.2	52.1	17	6	491	0	1013.4	7.4	9.5	2	33.68	34.62	99680.23	309.32	638.3	0	0.01	29.37	29.37	29.37
23.2	52.2	8	45	496	0	1013.4	7.5	11.3	1	32	35.33	99679.52	61.52	574.53	0	0.01	24.65	24.65	24.65
23.3	51.7	31	42	498	0	1013.4	7.5	11.9	4	30.8	36.4	99678.58	13.07	579.82	0	0.01	18.75	18.75	18.75
23.2	52.6	38	27	501	0	1013.4	7.5	10.7	4	30.48	37.37	99677.68	4.16	642.5	0	0.01	28.44	27.46	28.44
23.3	51.6	19	29	504	0	1013.5	7.4	9.8	2	29.55	38.6	99677.55	2.95	618.6	0	0.01	34.04	33.08	34.04
23	52.5	34	21	509	0	1013.5	7.6	12.3	4	29.5	38.35	99678.13	0	604.17	0	0.01	31.62	31.22	31.62
23	52.7	20	25	511	0	1013.5	7.6	12	2	29.5	39.12	99679.3	29.57	706.6	0	0.01	31.85	31.85	31.85
23.2	51.9	33	15	512	0	1013.5	7.6	12.8	4	29.5	39.33	99680.43	111.95	733.83	0	0.01	27.18	27.18	27.18
23.1	52.8	28	426	509	0	1013.6	7.7	14.9	4	29.46	39.29	99561.04	31.15	643.83	0	0.01	39.59	38.34	39.59
23.1	53.5	27	73	507	0	1013.5	7.7	13.6	4	29.32	39.52	99682.65	41.43	634.48	0	0.01	39.1	38.3	39.1
23.1	53.8	21	35	507	0	1013.6	7.8	14.7	2	28.52	40.32	99683.92	9.25	604.78	0	0.01	26.77	26.77	26.77
22.8	54.5	19	20	505	0	1013.5	7.9	16.3	2	28.52	40.32	99685.05	0	595.53	0	0.01	34.65	34.65	34.65
22.4	54.2	16	11	501	0	1013.6	8	19.4	2	28.52	40.32	99685.42	17.04	611.27	0	0.01	27.88	27.88	27.88
22.6	56.2	30	11	499	0	1013.6	7.4	8.5	4	29.07	40.32	99686.77	16.17	639.62	0	0.01	32.03	31.06	32.03
23	54.5	15	7	500	0	1013.6	7.4	9	2	29.5	40.32	99688.6	129.53	619.48	0	0.01	35.48	34.03	35.48
23.2	53.7	29	2	494	0	1013.6	7.4	9.1	4	29.52	40.3	99690.47	377.48	616.53	0	0.01	33.87	32.97	33.87
23.2	54.3	15	4	490	0	1013.6	7	2.6	2	30.48	39.33	99692.3	416.95	621.43	0	0.01	36	35.4	36
23.3	54.4	49	9	491	0	1013.7	7	3.3	4	30.45	39.29	99572.43	650.33	624.1	0	0.01	33.21	32.32	33.21
23.4	52.7	11	6	491	0	1013.5	7.3	8.9	1	30.48	39.33	99694.27	1098.47	642.2	0	0.01	27.1	27.1	27.1
23.5	51.8	11	8	494	0	1013.6	7.3	9.3	1	30.43	39.26	99507.26	620.4	660.13	0	0.01	27.09	26.35	27.09
23.1	53.1	6	17	498	0	1013.5	6.9	1.4	1	29.75	39	99694.27	221.17	619.23	0	0.01	27.68	26.88	27.68
23	52.9	17	21	500	0	1013.6	7.3	8.1	2	29.5	38.77	99693.85	171.78	593.47	0	0.01	29.15	29.15	29.15
23.1	52.4	12	36	504	0	1013.6	6.8	0.1	1	29.17	39.67	99693.28	182.95	585.33	0	0.01	33.78	32.8	33.78
23.1	52.8	22	25	506	0	1013.6	7.2	6.8	2	27.73	41.18	99572.59	75.63	636.77	0	0.01	26.7	25.88	26.7
22.8	53.3	10	10	506	0	1013.5	7.6	13.7	1	28.52	41.3	99694.02	238	680.17	0	0.01	23.42	23.42	23.42
22.4	54	10	5	504	0	1013.5	7.8	15.7	1	28.52	41.3	99694.27	108.18	657.75	0	0.01	32.12	32.12	32.12
22.3	54.2	5	8	504	0	1013.6	7.8	16.3	1	28.52	41.3	99693.8	8.84	597.95	0	0.01	25.58	25.12	25.58
22.3	54.7	21	15	499	0	1013.5	7.6	12.1	2	27.87	41.3	99692.63	0.96	601.47	0	0.01	27.83	27.4	27.83
22.2	55.5	24	21	499	0	1013.6	7.3	7.4	2	27.53	41.63	99692.3	22.29	594.6	0	0.01	29.66	28.68	29.66
22.2	56.1	47	16	500	0	1013.6	7.3	6.4	4	27.53	42.28	99691.72	53.65	621.13	0	0.01	36.18	35.22	36.18
22.2	55.4	11	18	507	0	1013.6	7.4	8.3	1	28.03	42.15	99691.32	127.82	651.53	0	0.01	26.22	25.95	26.22
22.4	55	14	14	509	0	1013.7	7.3	7.4	1	28.52	41.3	99691.63	142.93	617.25	0	0.01	31	30.13	31
22.3	55	12	38	507	0	1013.7	7.8	16.4	1	28.44	41.19	99432.42	146.87	641.82	0	0.01	27.92	27.85	27.92
22.3	56	11	15	507	0	1013.7	7.5	10.4	1	28.52	41.3	99693.5	170.15	633.32	0	0.01	31.48	30.72	31.48
22.2	60.1	17	20	505	0	1013.8	7.3	5.1	3	27.65	42.17	99694.67	35.75	597.35	0	0.01	24.58	24.58	24.58
22.1	56.7	11	12	500	0	1013.7	7.1	2.9	1	28.05	42.4	99696.28	496.9	688.73	0	0.01	27.4	26.2	27.4
22.1	56.3	10	15	500	0	1013.8	7.5	9.5	1	28.52	42.6	99698.05	916.4	751.27	0	0.01	28.3	28.3	28.3
22	57.2	12	10	499	0	1013.8	7.4	7.5	1	29.4	42.28	99699.75	1148.98	791.07	0	0.01	33.52	33.12	33.52
22.1	57.6	15	16	498	0	1013.7	7.2	4.8	2	29.5	41.62	99701.38	1183.12	741.27	0	0.01	29.92	29.92	29.92
24.1	50.2	16	0	825	0	1014.2	8	19.4	4	28.52	43.63	99679.88	98.48	781.3	0	0.01	14.13	14.13	14.13
23.8	48.6	60	0	769	0	1014.3	8	19.4	6	28.4	43.08	99269.1	22.35	654.93	0	0.01	35.1	34.3	35.1
23.4	49.7	17	0	705	0	1014.3	8	19.4	2	27.36	43	99090.77	8.55	597.07	0	0.01	26.42	26.1	26.42
23.2	50.4	29	0	638	0	1014.3	8	18.8	4	27	43.8	99714.57	21.15	605.23	0	0.01	28.68	28.23	28.68
23.2	50.5	12	8	565	0	1014.3	7.8	16.4	1	25.67	43.33	97185.83	12.97	625.28	0	0.01	29.82	29.82	29.82
22.8	51.2	11	7	539	0	1014.3	8	19.4	1	25.41	45.45	99114.09	38.21	640.68	0	0.01	28.38	28.12	28.38
22.7	51.5	12	0	533	0	1014.3	8	19.4	1	25.57	46.22	99735.02	0	556.36	0	0.01	35	33.17	35
22.3	52.5	27	22	539	0	1014.3	8	19.4	4	25.35	45.82	98894.82	43.53	585.52	0	0.01	34.57	32.93	34.57
22.3	52.8	32	0	535	0	1014.2	8	19.4	4	25.57	46.22	99744.5	15.42	653.7	0	0.01	27.1	27.1	27.1
22.7	51.3	9	0	531	0	1014.3	8	19.4	1	25.57	46.22	99748.47	3.52	605.3	0	0.01	24.47	24.47	24.47
22.6	51.3	29	0	525	0	1014.2	8	19.4	4	26.18	46.1	99750.87	45.5	622.45	0	0.01	34.73	34.5	34.73
22.4	52.3	6	2	523	0	1014.2	7.7	13.3	1	26.98	44.8	99752.17	83.63	588.52	0	0.01	33.43	32.33	33.43
22.3	52.1	15	6	518	0	1014.2	7.8	15.3	2	26.67	43.93	99029.6	124.16	609.63	0	0.01	28.67	28.4	28.67
21.9	54.1	11	2	514	0	1014.2	7.8	15.4	1	27.53	44.25	99754.62	95.65	620.78	0	0.01	31.47	30.85	31.47
21.7	53.9	18	24	511	0	1014.1	8	18.3	2	27.52	44.25	99756.18	98.05	594.52	0	0.01	31.52	31.48	31.52
21.8	55.2	28	16	515	0	1014.2	7.7	13.6	4	26.32	43.88	98910.82	72.12	593.58	0	0.01	32.28	31.25	32.28
22.1	52.3	99	12	521	0	1014.2	7.8	15.4	6	26.55	44.25	99756.22	15.3	542.6	0	0.01	28.72	28.72	28.72
22.1	51.9	113	5	520	0	1014.1	8	19.4	6	26.12	44.68	99756.22	3.88	603.8	0	0.01	28.12	28.12	28.12
22.3	53.7	8	4	520	0	1014.1	7.7	13.5	1	26.22	44.93	99755.57	0	580.57	0	0.01	22.41	22.41	22.41
22.4	52.7	26	11	522	0	1014.1	8	18.3	4	26.05	45.23	99754.73	4.84	603.75	0	0.01	35.16	34.19	35.16
22.3	51.6	22	0	517	0	1014	8	19.4	2	25.57	45.63	99753.77	9.48	592.87	0	0.01	29.28	29.18	29.28
22.3	52.1	8	0	515	0	1013.9	8	19.4	1	26.21	44.5	99632.29	26.37	575.37	0	0.01	24.66	23.98	24.66
22.3	52	17	0	511	0	1013.9	8	19.4	2	26.55	44.25	99750.13	38.25	606.22	0	0.01	29.72	29.13	29.72
22	52.5	27	0	507	0	1014	8	19.4	4	26.55	43.28	99747.7	29.55	616.15	0	0.01	26.62	25.87	26.62
21.9	52.6	7	0	503	0	1013.8	7.9	17.8	1	26.55	43.27	99745.57	9.32	606.53	0	0.01	23.6	23.6	23.6
21.7	52.8	15	0	499	0	1013.9	8	19.3	2	26.55	43.27	99744.33	9.35	586.1	0	0.01	20.8	19.73	20.8
21.6	53.7	15	0	492	0	1013.9	8	18.9	2	26.55	42.87	99741.88	2.4	577.32	0	0.01	24.28	23.75	24.28
21.7	53.6	13	2	490	0	1014	7.9	17.9	1	26.55	43.27	99739.88	0	594.84	0	0.01	22.32	22.32	22.32
21.7	52	24	6	494	0	1014	8	19.4	2	25.97	43.85	99738.52	4.04	600.93	0	0.01	24.67	23.9	24.67
21.8	51.4	135	13	492	0	1014	7.8	16.5	6	25.57	44.25	99738.52	0.95	570.63	0	0.01	21.63	21.63	21.63
22	50.7	97	20	498	0	1013.9	7.8	16.1	6	25.57	44.25	99737.8	40.73	564.83	0	0.01	20.47	20.18	20.47
22	50.8	101	8	499	0	1013.9	7.8	17.5	6	25.53	44.25	99737.5	20.95	524.2	0	0.01	23.8	23.62	23.8
22.1	51.3	72	5	504	0	1013.8	7.7	14.3	6	24.83	44.25	99736.3	0	568.1	0	0.01	27.38	26.4	27.38
22.6	50.6	40	8	505	0	1013.8	7.4	10.8	4	25.24	43.68	98442.18	0	521.28	0	0.01	19.61	19.61	19.61
23	50.4	33	28	507	0	1013.8	4.7	0.1	4	25.24	43.68	98439.91	44.07	602.52	0	0.01	24.67	24.67	24.67
23.3	49.7	17	19	507	0	1013.8	4.5	0.7	2	26.8	43.02	99729.85	154.53	593.65	0	0.01	20.57	20.57	20.57
23.8	50.5	21	20	512	0	1013.9	4.5	0.6	2	27.96	42	99607.95	384.2	585.84	0	0.01	35.77	33.22	35.77
24.1	47	18	12	507	0	1013.9	4.5	0.3	3	29.5	40.3	99728.32	711.02	615.58	0	0.01	28.5	26.75	28.5
24	47	18	10	509	0	1013.8	4.5	0.9	3	29.98	38.85	99727.48	513.27	618.47	0	0.01	18.85	18.85	18.85
23.9	46.3	8	0	506	0	1013.8	7.5	15	1	29.95	38.32	99726.15	361.37	595.5	0	0.01	23.62	22.52	23.62
23.8	47.2	20	1	502	0	1013.7	4.6	0.5	2	30.48	37.37	99724.87	516.23	592.72	0	0.01	20.36	19.73	20.36
24.1	46.9	10	15	501	0	1013.7	4.5	0.1	2	29.55	37.93	99722.37	396.67	554.82	0	0.01	19.41	18.64	19.41
23.9	46.5	16	11	512	0	1013.7	7.3	10.2	2	28.45	38.91	99497.92	251.52	593.15	0	0.01	20.27	19.97	20.27
23.7	47.2	34	7	513	0	1013.6	4.7	0.9	4	27.15	39.03	98334.79	205.38	637.52	0	0.01	21.8	21.8	21.8
23.7	46.8	36	16	518	0	1013.6	7.5	15.1	4	27.2	39.83	98509.66	160.8	590.18	0	0.01	19.85	19.85	19.85
23.7	45.2	49	9	521	0	1013.6	7.8	19.4	4	25.92	41.21	99489.58	78.5	599.22	0	0.01	18.65	18.44	18.65
23.3	47.3	34	23	516	0	1013.5	7.5	13.2	4	26.55	41.3	99709.82	70.38	567.89	0	0.01	23.77	23.57	23.77
22.9	47.5	60	11	510	0	1013.6	7.7	16.7	6	25.75	42.1	99706.98	75.67	609.27	0	0.01	23.19	23.19	23.19
22.8	48.2	31	30	508	0	1013.5	7.7	16.5	4	25.57	42.28	99703.88	117.95	560.32	0	0.01	47.56	47.56	47.56
23	47.3	6	10	500	0	1013.5	7.8	18.2	1	25.9	42.28	99701.88	104.58	577.96	0	0.01	37.53	37.2	37.53
23.6	45.7	11	0	494	0	1013.5	7.7	17.6	1	27.11	41.64	99579.27	138.22	575.11	0	0.01	19.84	19.45	19.84
23.7	45	6	0	492	0	1013.5	7.6	16.8	1	26.92	39.77	97488.81	425.7	573.09	0	0.01	19.48	19.48	19.48
23.7	45.2	10	3	486	0	1013.5	7.7	18.8	1	28.15	39.79	98404.06	509.78	590.3	0	0.01	18.1	18.1	18.1
23.5	45.2	5	0	476	0	1013.5	7.5	15.8	1	28.52	39.42	99695.33	570.18	595.38	0	0.01	22.41	22.41	22.41
23	47.6	35	5	480	0	1013.5	7.4	12.5	4	28.43	39.33	99694.3	504	408	0	0.01	22.03	21.95	22.03
22.2	50.9	64	19	486	0	1013.5	7.5	11.5	6	27.5	40.14	99572.71	312.72	600.3	0	0.01	20.13	20.02	20.13
22	49.5	31	59	492	0	1013.6	7.5	12.5	4	26.32	39.98	98848.42	231.6	556.22	0	0.01	15.24	15.24	15.24
22.1	49.3	73	25	497	0	1013.6	7.5	12.3	6	26.32	39.98	98847.82	130.92	572.12	0	0.01	18.14	17.05	18.14
22.2	51	56	29	512	0	1013.5	7.7	14.4	6	26.1	40.65	98847.68	116.13	558.39	0	0.01	17.25	16.42	17.25
22.4	49.9	61	29	515	0	1013.6	7.6	14.5	6	25.07	43.27	99693.28	25.16	566.13	0	0.01	17.35	17.35	17.35
22.1	50.5	87	19	511	0	1013.7	8	19.4	6	25.5	43.15	99434.04	50.21	603.37	0	0.01	19.25	19.12	19.25
21.8	50.8	154	29	509	0	1013.6	7.7	15.1	6	25.1	43.73	99695.4	64.73	601.28	0	0.01	18.42	18.42	18.42
21.9	51.4	41	21	510	0	1013.6	7.9	16.8	4	25.57	43.82	99696.23	36.33	580.98	0	0.01	18.45	18.45	18.45
22	50.8	74	9	502	0	1013.6	7.9	17.8	6	24.8	44.42	99697.17	47.77	616.35	0	0.01	16.55	16.38	16.55
22.1	51.4	53	44	505	0	1013.7	7.8	15	6	24.58	44.88	99698.55	55.95	577.23	0	0.01	17.93	17.3	17.93
21.9	51.5	88	38	511	0	1013.6	7.8	15.6	6	25.52	44.25	99699.18	8.25	576.67	0	0.01	18.68	18.68	18.68
22	50.9	65	13	508	0	1013.6	7.9	17	6	25.57	44.25	99699.9	3.57	558.08	0	0.01	17.25	17.25	17.25
22.3	51	79	13	508	0	1013.6	7.9	17.4	6	25.57	44.25	99700.17	1.67	579.87	0	0.01	19.02	19.02	19.02
22.1	50.4	36	9	507	0	1013.6	8	19.4	4	26.25	43.27	99701.2	142.6	591.22	0	0.01	17.8	17.8	17.8
22.3	53.1	15	7	501	0	1013.7	4.6	0.5	2	27.18	42.63	99702.77	331.1	603.05	0	0.01	22.83	22.83	22.83
22.8	53.3	3	9	492	0	1013.8	4.5	0.7	1	28.22	40.63	99704.22	281.64	578.43	0	0.01	15.88	15.62	15.88
23.4	50	12	2	491	0	1013.7	4.4	0.5	1	28.52	39.33	99705.68	246.37	581.38	0	0.01	17.75	16.95	17.75
23.6	48	11	5	492	0	1013.7	4.4	0.7	1	29.03	38.82	99706.83	450.34	578.59	0	0.01	21.13	20.63	21.13
23.9	45.1	11	1	485	0	1013.7	7.1	8.1	1	29.5	38.35	99708.03	629.68	587.9	0	0.01	19.67	18.67	19.67
24.2	46.8	33	4	480	0	1013.8	4.2	0.6	5	29.21	38.25	99448.73	350.57	539.52	0	0.01	25.58	20.92	25.58
24.2	45.9	18	4	484	0	1013.5	7.1	6.9	3	27.78	39.08	99706.93	187.77	532.52	0	0.01	23.83	22.23	23.83
23.8	46.5	11	7	490	0	1013.6	7.1	6.2	1	27.02	39.85	99704.6	155.68	569.63	0	0.01	23.5	22	23.5
23.2	48.8	6	10	485	0	1013.6	4.5	0.4	1	26.46	40.94	99364.16	172.55	555.23	0	0.01	21.28	20.4	21.28
23	48.5	8	59	493	0	1013.6	7	4.5	1	26.55	41.3	99700.67	181.98	632.97	0	0.01	23.67	23.6	23.67
23.1	48.9	17	67	503	0	1013.6	4.3	0.6	2	26.48	41.19	99439.58	169.25	607.53	0	0.01	22.23	21.77	22.23
22.7	49.5	11	21	510	0	1013.5	7.2	6.6	1	26.55	41.52	99697.33	85.72	640.2	0	0.01	16.08	16.08	16.08
22.5	49.6	14	13	510	0	1013.5	7.2	6.8	1	25.75	42.28	99694.03	41.45	579.3	0	0.01	18.35	18.35	18.35
22.3	50.2	16	12	513	0	1013.5	7.3	7.7	2	25.57	42.47	99692.4	32.92	693.4	0	0.01	14.75	14.75	14.75
22.1	50.8	15	12	511	0	1013.5	7.4	8.9	2	25.57	43.97	99692.37	32.55	564.03	0	0.01	18.52	18.52	18.52
22	51.8	85	15	508	0	1013.6	7.2	5.3	6	25.57	43.27	99693.28	10.18	568.57	0	0.01	22.12	21.65	22.12
22.2	50.9	57	8	505	0	1013.6	7.6	12.1	6	26.37	42.93	99694.08	14.62	565.83	0	0.01	19.68	19.35	19.68
22.1	52.7	73	14	509	0	1013.7	7.4	8.8	6	25.5	42.91	99079.89	23.08	583.38	0	0.01	27.28	27.12	27.28
22.3	51.5	22	17	512	0	1013.6	7.6	12.6	2	25.57	43.9	99695.55	45.25	593.95	0	0.01	29.85	28.52	29.85
22.2	51.1	96	25	520	0	1013.7	7.7	14.6	6	25.65	44.17	99696.32	77.89	599.56	0	0.01	23.77	22.87	23.77
22.1	52.1	14	16	519	0	1013.6	7.5	9.5	1	26.58	43.23	99697.68	256.64	621.55	0	0.01	25.27	25.27	25.27
21.5	53.3	9	9	514	0	1013.7	7.5	10	1	27.38	42.04	99134.93	404.58	636.8	0	0.01	24.57	24.57	24.57
21.4	53.7	13	3	503	0	1013.7	7.5	9.6	1	27.51	41.26	99610.39	508.35	599.43	0	0.01	24.43	22.97	24.43
21.5	53.5	8	5	493	0	1013.7	7.6	10.5	1	27.53	41.3	99700.17	778.22	591.68	0	0.01	21.31	19.38	21.31
21.5	53.3	10	8	483	0	1013.7	7.5	10.2	1	27.53	41.57	99700.57	698.32	616.62	0	0.01	20.43	19.8	20.43
23.3	39.3	6	11	810	0	989.7	8	19.4	4	26.87	38	97269.13	58.31	673.42	0	0.01	3.92	2.75	3.92
21.7	36.1	1	0	722	0	989.7	8	19.4	3	25.8	36.62	97281.85	0	575.18	0	0.01	0	1.97	0
20.8	38.4	1	0	631	0	989.7	8	19.4	3	24	34.36	91870.36	2.98	562.35	0	0.01	1.95	1.19	1.95
20.3	39.5	1	0	544	0	989.8	8	19.4	3	24.37	36.38	97304.78	24.6	510.68	0	0.01	1.86	0.93	1.86
19.6	40.4	1	0	450	0	989.8	8	19.4	1	23.6	36.72	97314.22	10.7	524.92	0	0.01	1.63	0.98	1.63
19.3	41.8	2	2	412	0	989.8	8	18.4	1	23.55	37.37	97322.78	11.4	494.6	0	0.01	0.8	0.88	0.8
19.1	42	1	3	419	0	989.7	8	19.4	1	22.62	37.7	97330.05	12.4	559.9	0	0.01	0	0.98	0
18.8	42.8	1	1	418	0	989.8	8	19.4	3	21.93	38.63	97334.92	2.51	560.27	0	0.01	3.5	2.07	3.5
18.6	43.7	2	0	420	0	989.7	7.9	16.6	3	22.1	38.87	97340.75	58.49	558.5	0	0.01	2.62	1.19	2.62
18.5	45.1	1	7	424	0	989.7	7.7	13.4	3	22.93	38.35	97344.53	362.05	542.7	0	0.01	8.55	2.34	8.55
18.8	42.8	1	0	422	0	989.7	8	19.4	3	23.6	37.85	97348.47	321.78	526.77	0	0.01	1.72	1.32	1.72
18.9	42.5	4	3	415	0	989.7	7.9	18.2	3	23.32	37.65	97350.9	241.43	538.42	0	0.01	0.97	0.98	0.97
18.7	44.3	1	51	417	0	989.7	7.4	8.4	3	22.85	38.35	97352.87	317.6	545.92	0	0.01	1.38	0.97	1.38
18.4	46.1	1	137	414	0	989.7	4.8	0.1	3	23.6	38.35	97354.68	777.42	515.23	0	0.01	1.39	1	1.39
17.6	47.1	1	35	414	0	989.7	8	16.3	3	23	38.35	97354.92	262.55	510.73	0	0.01	1.97	1.97	1.97
17.4	46.6	1	20	414	0	989.7	7.9	14.4	3	21.66	39.23	97237.96	74.65	551.58	0	0.01	1.5	1.05	1.5
17.3	46.5	199	11	425	0	989.7	8	17.6	8	20.65	40.32	97355.9	2.35	556.58	0	0.01	0.98	0.98	0.98
16.9	50.5	1	3	430	0	989.6	8	14.7	3	20.18	41.88	97355.32	1.41	557.72	0	0.01	1.19	0.97	1.19
16.7	49	1	0	436	0	989.6	8	19.4	3	20.65	41.58	97354.22	2.83	542.65	0	0.01	1.33	0.98	1.33
16.7	48.3	26	0	436	0	989.6	8	19.4	6	20.65	41.3	97353.75	14.72	578.83	0	0.01	2.15	1.97	2.15
16.6	49.2	1	0	439	0	989.5	7.8	15.3	3	20.64	41.28	97295.29	82.83	563.67	0	0.01	2.79	1.86	2.79
16.8	48.8	3	0	433	0	989.5	7.8	15.3	3	21.62	40.71	97292.95	608.6	635.77	0	0.01	1.97	1.97	1.97
16.8	49.7	1	1	427	0	989.5	7.5	10.4	3	21.63	40.32	97348.48	838.6	605.67	0	0.01	2.5	2.5	2.5
