Temperature	Relative Humidity	PM2.5	TVOC	CO2	CO	Air Pressure	Ozone	NO2	Virus Index	Temperature	Humidity	Pressure	VOC	CO2	CO	NO2	PM1.0	PM2.5	PM10
24.9	51.6	19	0	1166	0	1009	8	19.4	4	28.52	50.2	99171.27	67.42	844.98	0	0.01	21.08	21.08	21.08
24.4	51.8	15	0	1029	0	1009.2	8	19.4	4	27.68	48.83	99183.7	13.28	668.58	0	0.01	24.78	24.28	24.78
24.2	51.5	16	0	880	0	1009.2	8	19.4	4	27.53	48.18	99196.6	9.03	593.78	0	0.01	24.18	24.18	24.18
23.9	52.1	9	0	730	0	1009.3	8	19.4	1	26.73	48.32	99206.47	8.83	564.85	0	0.01	25.65	25.65	25.65
23.8	52.6	8	5	579	0	1009.2	8	19.4	1	26.55	49.17	99216.12	4.9	573.57	0	0.01	27.75	27.75	27.75
23.6	53.8	11	0	506	0	1009.3	8	18.9	1	26.55	49.17	99224.48	9.6	592.73	0	0.01	23.52	22.95	23.52
23.6	52.8	22	9	503	0	1009.3	8	19.4	2	25.77	49.95	99232.45	1.6	576.13	0	0.01	23.81	23.27	23.81
23.6	52.9	8	0	504	0	1009.3	8	19.4	1	25.57	50.15	99239.42	6.92	588.48	0	0.01	23.8	23.47	23.8
23.4	53	20	0	503	0	1009.3	8	19.4	2	25.57	50.2	99243.27	15.45	596.68	0	0.01	24.56	22.6	24.56
23.4	54.4	12	2	513	0	1009.2	7.5	10.6	1	25.93	50.43	99248	99.08	572.52	0	0.01	22.05	22.05	22.05
23.5	55	9	3	503	0	1009.2	7.3	7	1	26.5	49.44	99064.89	191.05	569.73	0	0.01	24.17	23.56	24.17
23.8	54.7	15	0	495	0	1009.2	7.3	7.3	2	26.55	49.17	99254.93	194.05	564.07	0	0.01	25.11	23.48	25.11
24.1	51.4	13	0	492	0	1009.2	7.6	13.9	2	27.4	48.32	99258.03	247.7	584.67	0	0.01	27.75	26.71	27.75
24.3	51.7	15	6	490	0	1009.3	7.6	14	3	27.53	48.18	99260.07	344.97	585.67	0	0.01	32.18	30.25	32.18
24.3	51.5	55	1	475	0	1009.3	7.4	10.7	7	27.3	47.5	98419.7	333.03	563.85	0	0.01	25.43	24.78	25.43
23.9	53.3	9	1	478	0	1009.2	7.5	11.1	1	27.53	47.2	99262.07	180.6	532.35	0	0.01	26	25.02	26
23.7	53.1	18	0	482	0	1009.2	7.5	11.9	2	27.53	47.2	99263.57	121.66	578.04	0	0.01	27.08	26.32	27.08
23.7	54.4	13	29	488	0	1009.1	7.2	6.1	1	27.5	47.14	99143.86	163.55	562.77	0	0.01	27.41	27.41	27.41
23.6	54.3	10	5	493	0	1009.1	7.6	11.8	1	27.53	47.2	99263.97	102.47	581.68	0	0.01	20.62	20.62	20.62
23.6	53.6	11	10	500	0	1009.1	7.7	14	1	27.53	47.2	99263.57	89.43	577.15	0	0.01	25.48	25.48	25.48
23.4	54.2	22	2	501	0	1009	7.9	17.5	2	26.75	47.2	99263.57	11.78	593.93	0	0.01	23.45	23.45	23.45
23.3	54	21	0	504	0	1009	7.9	17.5	2	27.12	46.96	99142.61	80.52	564.4	0	0.01	23.77	23.59	23.77
23.5	54.4	26	9	501	0	1009	7.7	13.8	4	27.53	46.22	99260.85	194.12	562.45	0	0.01	25.97	24.98	25.97
24	51	7	1	490	0	1009	8	19.4	2	27.53	46.42	99259.95	154.38	567.75	0	0.01	19	18.68	19
24.4	49.7	5	0	485	0	1009.1	7.9	18.4	2	27.53	46.22	99259.15	192.67	572.82	0	0.01	20.05	20.05	20.05
24.2	50.8	11	5	483	0	1009.1	5	0.1	2	28.17	45.27	98838.06	194.43	580.58	0	0.01	19.65	19.65	19.65
24.5	49.6	28	4	476	0	1009.1	5.1	0.7	5	28.52	44.38	99258.65	216.38	603.08	0	0.01	22.95	22.95	22.95
23.6	52.5	8	1	472	0	1009.2	8	19.2	1	27.55	44.88	99258.65	47.95	565.48	0	0.01	24.42	24.42	24.42
23.4	52.7	24	15	483	0	1009.2	4.9	0.6	2	27.15	45.62	99259.03	23.67	573.33	0	0.01	30.48	30.48	30.48
23.5	52.9	14	10	490	0	1009.1	5	0.3	1	26.55	46.48	99259.63	16.82	590.53	0	0.01	21.98	21.55	21.98
23.6	53.8	24	15	495	0	1009.1	4.9	0.9	2	26.55	46.22	99259.63	5.78	535.93	0	0.01	25.7	25.17	25.7
23.7	53	19	9	497	0	1009.1	4.9	0.5	2	27.28	46.22	99259.3	6.31	584.47	0	0.01	23.63	23.63	23.63
23.9	54.1	6	16	501	0	1009.1	4.7	0.1	1	27.53	46.22	99258.65	90.82	616.85	0	0.01	22.55	22.55	22.55
24.3	52	17	66	503	0	1009	4.7	0.9	3	27.53	46.22	99256.98	117.42	553.85	0	0.01	22.42	22.42	22.42
24.3	50.4	47	18	505	0	1009	4.8	0.5	5	27.43	46.04	98878.41	103.07	581.25	0	0.01	26.3	25.62	26.3
24.2	52.1	16	11	502	0	1009	4.9	0.7	3	27.93	43.33	97197.63	104.53	585.35	0	0.01	22.4	22.12	22.4
24.4	53.9	16	5	501	0	1009	4.9	0.5	3	28.52	44.25	99252.83	173.06	601.47	0	0.01	29.38	29.38	29.38
24.4	50.6	6	0	498	0	1008.9	5	0.7	2	28.95	44.25	99251.33	387.8	568.51	0	0.01	21.25	21.25	21.25
24.3	50.7	5	5	490	0	1008.9	5	0.6	2	29.5	43.67	99250.03	424.14	582.04	0	0.01	23.65	23.65	23.65
24.6	50.4	12	13	487	0	1009	4.8	0.4	2	29.5	43.27	99249.13	399.52	557.8	0	0.01	23.25	23.25	23.25
24.5	52.6	17	17	495	0	1008.9	4.7	0.6	3	29.42	42.17	98989.04	393.15	616.17	0	0.01	22.88	22.57	22.88
24.5	50.2	4	79	497	0	1008.9	4.9	0.4	2	29.44	42.2	99059.74	260.22	636.3	0	0.01	23.54	22.78	23.54
24.6	51.1	4	19	498	0	1008.9	4.7	0.4	2	28.71	41.98	98524.9	142.71	645.93	0	0.01	20.82	20.82	20.82
24.6	49.6	12	17	501	0	1008.8	5.1	0.4	2	29.1	42.42	99243.37	90.24	568	0	0.01	24.58	24.58	24.58
24.5	49.9	11	18	498	0	1008.8	5	0.4	2	28.52	43.27	99241.2	31.67	570.82	0	0.01	26	25.13	26
24.4	50	13	9	492	0	1008.8	4.9	0.8	2	28.25	43.27	99239.13	23.87	582.05	0	0.01	25.24	24.48	25.24
24.2	50.9	11	45	499	0	1008.8	4.7	0.3	2	27.53	44.18	99236.57	68.75	583.13	0	0.01	26.17	26.03	26.17
24.3	50	10	28	501	0	1008.7	8	19.4	2	26.7	45.38	99234	58.62	595	0	0.01	24.2	24.2	24.2
24.3	49.7	7	14	499	0	1008.7	7.9	18.4	2	26.55	46.22	99231	6	578.35	0	0.01	20.6	20.6	20.6
24.7	49.6	15	5	497	0	1008.7	7.9	18.4	3	26.98	46.22	99229.7	85.79	576.88	0	0.01	24.21	24.21	24.21
25.2	47.7	9	1	488	0	1008.8	4.8	0.5	2	28.15	44.62	99227.18	204.75	577.37	0	0.01	22.96	22	22.96
25.4	46.8	3	6	478	0	1008.8	8	19.4	2	29.38	44.08	99225.45	177.62	518	0	0.01	25.51	25.51	25.51
25.2	47.4	11	0	476	0	1008.8	8	19.4	2	29.5	42.7	99224.18	341.06	559.22	0	0.01	18.32	18.32	18.32
25.3	47.9	28	3	471	0	1008.8	5	0.3	5	30.23	41.3	99223.25	335.23	567.05	0	0.01	17.72	17.72	17.72
24.7	50.4	16	16	475	0	1008.8	4.9	0.1	3	30.23	41.3	99223.25	341.48	523.05	0	0.01	17.22	16.97	17.22
24.4	49.5	14	172	480	0	1008.7	4.9	0.1	2	28.93	41.87	99222.32	134.13	579.24	0	0.01	20.42	20.37	20.42
24.4	49.5	13	26	479	0	1008.8	8	19.4	2	28.52	42.28	99222.08	170.94	588.24	0	0.01	19.83	19.83	19.83
24.4	49.2	10	5	479	0	1008.8	8	19.4	2	26.96	42.46	96699.12	18.95	491.84	0	0.01	22.13	21.67	22.13
24	50.7	13	5	489	0	1008.9	7.8	14.9	2	26.54	45.22	99193.76	0	581.28	0	0.01	22.63	22.3	22.63
23.8	51.9	11	7	486	0	1008.8	7.7	13.1	1	26.47	46.08	98926.47	0	592.95	0	0.01	19.83	19.53	19.83
23.7	51.8	26	36	484	0	1008.8	7.9	16.3	4	26.48	46	98964.62	5.83	580.68	0	0.01	22.18	22.05	22.18
23.7	52.1	35	43	486	0	1008.8	7.8	14.7	4	26.82	45.23	99224.5	13.68	567.48	0	0.01	21.42	21.42	21.42
23.3	52.8	14	11	488	0	1008.9	8	17	1	26.78	45.48	99225.23	38.03	559.97	0	0.01	23.65	23.15	23.65
23.2	54.8	10	12	481	0	1008.8	7.8	12.6	1	26.55	46.22	99226.43	26.13	560.97	0	0.01	21.45	21.45	21.45
23.4	53.6	6	16	485	0	1008.9	8	16.9	1	26.55	46.22	99227.3	66.15	531.87	0	0.01	17.35	17.35	17.35
23.4	52.3	14	2	483	0	1008.9	8	19.4	1	26.55	46.22	99228.5	14.88	552.67	0	0.01	21.42	20.95	21.42
23.4	52.8	6	1	474	0	1008.9	7.8	15.8	1	26.55	46.22	99229.57	0	519.33	0	0.01	16.98	16.98	16.98
23.6	52	20	2	468	0	1009	7.6	12.5	2	26.55	46.22	99230.47	23.41	561	0	0.01	26.68	24.68	26.68
24.1	50.4	21	0	469	0	1009	7.6	14.3	3	27.47	46.17	99232.55	451.43	643.43	0	0.01	30.82	28.48	30.82
23.7	51.4	8	0	460	0	1008.9	7.2	7.3	1	28.23	45.13	99233.88	671.93	617.7	0	0.01	18.88	18.88	18.88
23.9	51.1	11	5	462	0	1008.8	7.3	7.8	1	28.63	44.13	99235.73	787.8	574.4	0	0.01	18.83	18.83	18.83
24.1	52.1	27	8	468	0	1008.9	7.3	8.6	5	30	42.67	99237.03	1036.77	572.7	0	0.01	19.97	19.17	19.97
24.8	48.8	23	3	471	0	1009	7.2	8.1	3	30.77	41.02	99238.28	913.05	604.87	0	0.01	19.97	19.77	19.97
24.3	50.7	5	12	473	0	1008.8	7.2	6.8	2	31.4	40.32	99238.98	890.08	592.93	0	0.01	21.79	21.79	21.79
24.2	50.6	13	54	477	0	1008.8	7.2	6.7	2	29.9	40.32	99238.4	527.37	575.5	0	0.01	24.31	24.31	24.31
24	51.5	27	47	491	0	1008.8	7	4	5	28.57	42.18	99237.1	253.27	555.93	0	0.01	18.95	18.95	18.95
23.9	51.6	19	61	503	0	1008.9	4.4	0.2	2	28.52	42.28	99235.35	345.3	586.82	0	0.01	27.8	27.38	27.8
23.8	52.5	22	55	510	0	1008.9	4.3	0.6	2	28.52	42.45	99234.08	371.02	617.43	0	0.01	30.13	29.72	30.13
23.8	51.9	12	82	517	0	1008.8	7.2	6.7	1	27.61	42.81	98112.75	293.83	595.23	0	0.01	23.07	21.35	23.07
23.6	54.2	16	42	527	0	1008.8	4.6	0.9	2	27.53	44.25	99233.08	221.17	581.93	0	0.01	25.57	22.62	25.57
23.4	53.6	21	29	524	0	1008.8	4.5	0.7	2	27.53	44.25	99232.97	204.2	599.05	0	0.01	22.57	22.47	22.57
23.4	53.1	10	27	518	0	1008.9	7.3	6.6	1	27.46	44.13	98972.92	197.07	589.15	0	0.01	18.77	18.77	18.77
23.5	53.3	12	24	515	0	1008.8	7.2	6	1	27.53	44.25	99231.03	232.25	586.4	0	0.01	20.48	20.18	20.48
23.3	52.5	18	12	507	0	1008.9	7.7	14.3	2	27.53	44.25	99230.13	201.25	626.77	0	0.01	19.48	19.48	19.48
23.2	53.1	16	11	499	0	1008.9	8	18.3	2	27.36	43.98	98618.55	103.08	597.27	0	0.01	21.63	21.63	21.63
23.1	53.2	13	3	487	0	1009	7.8	14.9	1	26.7	45.08	99230.6	24.16	511.87	0	0.01	16.93	16.57	16.93
23.2	53.6	9	12	484	0	1009	7.7	14	1	26.8	45.23	99231.37	30.94	563.92	0	0.01	23.33	23.33	23.33
23.1	54.4	10	9	481	0	1009	7.5	10.7	1	27.53	45.23	99232.37	55.65	547.72	0	0.01	20	19.4	20
23.2	55.4	11	19	479	0	1009.1	4.6	0.3	1	27.53	44.83	99233.73	72.78	590.68	0	0.01	19.18	19.18	19.18
23.1	54.5	10	27	480	0	1009	7.1	3	1	27.53	45.23	99234.9	304.05	580.45	0	0.01	20.65	20.65	20.65
23.2	54	11	37	482	0	1009	7.1	4.1	1	27.53	44.85	99236.08	644.35	571.27	0	0.01	18.28	18.28	18.28
23.1	53.7	14	30	481	0	1009	7.5	10.9	1	28.5	44.25	99237.58	1235.25	604.57	0	0.01	17.05	17.05	17.05
23.1	53.5	9	25	477	0	1009	7.5	11.4	1	28.52	44.25	99238.83	1340.08	618.53	0	0.01	15.35	15.35	15.35
23.3	54.9	10	33	477	0	1009	7.3	7.1	1	28.52	43.35	99240.47	1007.18	582.43	0	0.01	20.43	19.54	20.43
23.4	53.8	9	39	477	0	1008.3	4.2	0.5	1	28.52	43.27	99241.23	1182.17	557.18	0	0.01	16.5	16.5	16.5
23.5	55.3	5	236	521	0	1007.9	3.5	0.1	1	28.52	43.27	99240.47	728.83	588.38	0	0.01	15.25	14.05	15.25
24	49.1	12	0	791	0	1015.7	8	19.4	2	26.9	49.17	99805.9	101.76	687.65	0	0.01	14	13.33	14
23.4	50.1	8	0	728	0	1015.6	8	19.4	1	25.57	49.17	99820.63	0	608.15	0	0.01	22.33	22.33	22.33
22.7	52	19	0	663	0	1015.7	8	19.4	2	24.78	49.75	99833.65	0.98	593.13	0	0.01	27.53	27.53	27.53
21.9	54.4	20	0	595	0	1015.7	8	19.4	2	23.62	51.28	99845.35	3.88	669.63	0	0.01	19.83	19.43	19.83
21.5	55.5	14	7	513	0	1015.7	8	19.4	1	23.54	51.98	99594.46	8.28	599.28	0	0.01	23.4	23.4	23.4
21.1	56.6	9	0	504	0	1015.7	8	19.4	1	22.67	53.58	99865.73	1.85	636.42	0	0.01	21.77	20.97	21.77
20.9	57.5	5	0	500	0	1015.7	8	19.4	1	22.62	54.08	99873.2	17.32	596	0	0.01	24.88	24.03	24.88
20.4	59.1	7	0	500	0	1015.7	8	19.4	1	22.15	54.55	99881.17	22.68	603.93	0	0.01	28.75	26.67	28.75
19.9	60.8	26	0	497	0	1015.7	8	19.4	5	21.68	55.67	99885.82	7.38	582.85	0	0.01	25.52	24.4	25.52
20.3	59.4	17	8	500	0	1015.7	8	19.4	2	22.62	55.07	99891.22	263.42	607.72	0	0.01	24.58	24.23	24.58
20.5	58.9	11	2	495	0	1015.7	7.9	18.4	1	23.53	54.15	99896.08	631.85	606.87	0	0.01	19.47	19.08	19.47
20.1	60.1	3	5	495	0	1015.7	7.9	18.8	2	24.17	53.15	99899.95	598.53	598.42	0	0.01	19.6	19.55	19.6
20.7	58.1	30	0	495	0	1015.7	7.9	18.7	4	24.58	52.38	99903.23	747.83	610.45	0	0.01	18.68	18.68	18.68
20.5	59.2	9	1	496	0	1015.8	8	19.4	1	24.58	52.12	99905.47	740.5	586.88	0	0.01	21.75	21.75	21.75
20.6	59.9	34	0	491	0	1015.8	8	19.4	4	25.54	50.48	99788.59	544.95	591.77	0	0.01	26.3	25.05	26.3
20.1	61.6	44	2	494	0	1015.8	8	19.4	5	25.57	50.15	99912.52	310.95	575.3	0	0.01	25.95	25.95	25.95
20.1	61.2	98	2	499	0	1015.7	7.6	13.7	7	25.57	49.3	99914.45	221.2	592.48	0	0.01	18.95	18.85	18.95
20.2	61.6	39	9	502	0	1015.7	7.3	8.2	5	25.57	49.17	99916.15	217.73	571.75	0	0.01	26.55	24.58	26.55
20.3	61.2	88	7	500	0	1015.6	7.4	9.3	7	24.9	50.05	99916.72	174.87	596.95	0	0.01	21.03	20.3	21.03
20.1	61.5	13	3	503	0	1015.7	7.5	11.3	2	25.57	49.35	99917.48	288.73	622.22	0	0.01	18.47	17.67	18.47
20.2	60.9	17	0	499	0	1015.6	7.8	15.7	3	24.88	49.85	99917.48	120.93	588.62	0	0.01	20.72	20.05	20.72
20.2	60.7	18	0	494	0	1015.6	7.6	13.1	3	24.58	50.15	99916.25	38.6	583.88	0	0.01	21.08	20.78	21.08
20.2	61.1	15	6	496	0	1015.5	7.6	12.4	3	24.58	50.15	99913.92	309.08	595.35	0	0.01	24.58	24.58	24.58
20.4	60.4	10	5	496	0	1015.5	7.5	11.4	2	24.58	50.15	99913.15	348.95	582.55	0	0.01	21.78	21.78	21.78
20.4	59.7	7	2	496	0	1015.5	7.4	10.8	1	24.58	50.15	99911.47	199.62	575.83	0	0.01	19.58	19.58	19.58
20.8	58.3	7	2	494	0	1015.6	7.4	11.3	1	24.58	49.65	99910.6	178.1	581.72	0	0.01	18.48	18.48	18.48
21.1	58.1	6	0	491	0	1015.6	7.4	10.4	1	25.32	49.11	99788.88	260.75	580.3	0	0.01	20.2	20.2	20.2
20.7	59.8	17	1	487	0	1015.7	7.3	8.9	2	25.57	49.17	99909.62	210.08	575.4	0	0.01	19.75	19.75	19.75
20.4	60.6	45	5	489	0	1015.7	7.5	11.1	5	25.08	49.17	99910.1	153.8	570.65	0	0.01	22.08	21.68	22.08
20.3	60	31	20	489	0	1015.7	7.4	9.7	5	24.85	49.17	99911.27	105.03	581.12	0	0.01	22.05	22.05	22.05
20.6	59.3	57	11	490	0	1015.7	7.4	10.7	6	25.57	49.17	99912.37	143.2	577.82	0	0.01	18.03	18.03	18.03
20.5	58.7	19	6	500	0	1015.6	7.4	10.2	2	25.3	49.17	99912.57	75.93	586.82	0	0.01	18.37	18.37	18.37
20.6	58	70	7	503	0	1015.6	7.5	12.8	6	24.58	49.17	99912.57	45.32	590.73	0	0.01	15.1	15.1	15.1
20.6	58.7	9	8	503	0	1015.5	7.4	11	1	24.58	49.17	99911.6	13.48	608.37	0	0.01	18.27	17.67	18.27
20.7	58.7	39	14	502	0	1015.5	7.2	7.8	4	24.58	49	99910.45	87.8	610.48	0	0.01	19.18	18.58	19.18
21.4	55.8	7	11	502	0	1015.4	7.4	11.1	1	24.93	48.18	99909.27	116.1	564.21	0	0.01	20.25	19.67	20.25
21.3	55.7	20	3	494	0	1015.5	7.4	11	2	25.57	48.18	99907.5	211.86	606.34	0	0.01	20.42	20	20.42
21	56.4	5	25	493	0	1015.4	7.4	12	1	25.57	48.18	99905.98	407.47	602.68	0	0.01	17.53	17.53	17.53
20.9	57	8	20	494	0	1015.5	7.4	10.5	1	25.57	48.18	99904.75	375.82	602.18	0	0.01	15.43	15.43	15.43
20.8	57.5	12	16	493	0	1015.5	7.5	12.3	1	25.72	47.63	99904.15	396.5	590.62	0	0.01	18.8	18.05	18.8
20.6	57.8	22	6	493	0	1015.5	7.5	12.3	2	26.55	47.2	99902.98	418.93	597.08	0	0.01	19.9	19.65	19.9
20.8	57.6	26	25	501	0	1015.5	7.8	17.4	4	26.55	46.72	99902.25	431.22	585.77	0	0.01	20.6	19.4	20.6
20.9	56.8	36	3	498	0	1015.5	7.6	14.6	4	25.95	46.82	99901.15	154.58	571.9	0	0.01	14.13	14.13	14.13
20.3	59.1	5	21	499	0	1015.5	7.4	11.1	1	25.35	47.2	99900.55	41.63	669.13	0	0.01	13.65	13.65	13.65
20.1	59.6	5	15	505	0	1015.4	7.5	11.6	1	24.48	47	99476.48	78.27	578.3	0	0.01	18.92	18.92	18.92
20.1	59.5	4	19	509	0	1015.4	7.5	12.4	1	24.97	46.85	98602.76	16.16	558.03	0	0.01	16.68	16.68	16.68
20.1	59.1	73	34	509	0	1015.3	7.7	15.2	6	24.58	48.18	99895.83	7.62	560.63	0	0.01	19.05	18.72	19.05
20	60.1	24	32	511	0	1015.3	7.5	11.7	3	24	49.17	99893.12	12.37	614.83	0	0.01	20.22	19.82	20.22
20.1	60	15	36	515	0	1015.3	7.6	13.3	3	23.6	49.4	99891.15	13.47	599.43	0	0.01	21.92	21.92	21.92
20.1	60	23	26	511	0	1015.3	7.6	13.3	3	23.6	50.15	99889.77	21.38	635.48	0	0.01	29.47	29.47	29.47
20.2	59.4	10	27	509	0	1015.3	7.6	13.2	1	23.6	50.15	99887.3	24.38	593.82	0	0.01	17.43	17.43	17.43
20.5	58.5	8	19	503	0	1015.3	7.5	12.5	1	23.6	50.15	99885.27	93.1	625.43	0	0.01	15.95	15.95	15.95
20.4	58.5	10	17	500	0	1015.2	7.7	15.5	1	23.73	50.02	99883.5	98.37	598.87	0	0.01	23.18	22.12	23.18
20.3	59.2	11	14	493	0	1015.2	7.6	14	1	24.58	49.17	99882.03	203.77	611.38	0	0.01	24.88	22.97	24.88
20.5	58.7	7	26	490	0	1015.3	7.5	13	1	24.58	49.17	99880.87	128.63	602.52	0	0.01	25.92	24.77	25.92
20.7	58.6	42	15	492	0	1015.2	7.4	10.9	4	25.07	48.59	99758.68	215.95	588.55	0	0.01	21.71	21.2	21.71
20.5	58.2	5	11	491	0	1015.3	7.5	11.6	1	25.3	48.18	99878.47	218.85	589.82	0	0.01	18.4	18.08	18.4
20	59.6	7	7	490	0	1015.3	7.7	15.8	1	24.58	48.18	99877.57	57.17	561.8	0	0.01	16.38	16.38	16.38
20.1	59.5	8	18	493	0	1015.3	7.7	14.9	1	24.58	48.85	99876.5	3.51	620.95	0	0.01	14.88	14.88	14.88
19.9	59.9	1	8	496	0	1015.3	7.8	17.2	1	24.1	49.17	99876.18	11.76	592.17	0	0.01	17.98	17.98	17.98
19.7	60.8	15	5	495	0	1015.4	7.9	18.8	3	23.6	49.53	99876.18	0.96	634.73	0	0.01	20.52	20.12	20.52
19.9	60.6	2	14	501	0	1015.4	7.9	18.7	2	23.6	50.15	99876.18	30.6	608.96	0	0.01	22.33	22.33	22.33
19.8	60.6	20	9	500	0	1015.4	7.9	18.2	3	23.6	50.15	99876.92	66.92	552.4	0	0.01	17.67	17.33	17.67
19.6	61.7	1	3	494	0	1015.4	8	19.4	2	23.57	50.09	99756.8	28.7	588.48	0	0.01	13.75	12.77	13.75
19.8	62	15	10	495	0	1015.4	7.8	16.4	3	23.6	51.05	99878.15	5	582.55	0	0.01	18.17	18.08	18.17
20.1	61.7	54	7	498	0	1015.4	7.6	12.5	7	24.33	50.21	99618.83	47.44	600.03	0	0.01	21.9	20.7	21.9
20.1	60.6	8	7	497	0	1015.5	7.6	12.7	2	24.58	50.05	99880.58	80.13	568.9	0	0.01	19.8	19.7	19.8
20.3	61.4	110	7	499	0	1015.4	7.6	13.7	7	24.58	49.17	99881.78	52.57	607.22	0	0.01	21.35	20.65	21.35
20.4	60.3	8	1	503	0	1015.5	7.6	13.8	2	24.58	49.17	99882.55	49.53	613.02	0	0.01	20.65	20.65	20.65
20.8	59.2	6	0	500	0	1015.5	7.7	15.6	1	24.58	49.87	99883.15	53.07	617.78	0	0.01	19.97	19.67	19.97
20.6	59.7	15	5	492	0	1015.7	7.9	18.4	2	24.65	49.77	99885.45	182.33	607.28	0	0.01	28.13	23.87	28.13
20.6	59	16	3	486	0	1015.6	7.9	19.1	2	24.72	49.17	99888.4	256.8	585.13	0	0.01	17.9	17.37	17.9
20.7	58.3	10	2	481	0	1015.6	8	19.4	1	24.58	49.17	99891.67	140.5	575.47	0	0.01	28.17	28.17	28.17
20.5	59.3	14	3	478	0	1015.6	5	0.1	1	24.58	49.52	99894	90.8	576.2	0	0.01	21.63	21.63	21.63
20.7	60.4	17	6	476	0	1015.6	4.8	0.7	3	24.54	49.61	99707.19	123.5	565.53	0	0.01	23.37	23.37	23.37
20.9	59.6	4	6	481	0	1015.5	4.8	0.6	1	25.17	49.17	99897.6	400.07	582.6	0	0.01	21.2	20.4	21.2
20.6	59.3	22	4	482	0	1015.5	5	0.3	2	25.23	49.5	99898.8	253.8	577.33	0	0.01	23	22.33	23
20.4	60.2	10	7	486	0	1015.5	5.1	0.9	2	24.58	49.23	99897.88	70.18	544.43	0	0.01	24.45	23.8	24.45
20.2	60.8	65	9	488	0	1015.5	5	0.5	7	24.58	49.77	99896.95	38.43	601.14	0	0.01	29.78	27.93	29.78
20.3	60.3	17	13	497	0	1015.5	4.9	0.1	3	24.58	50.15	99896.12	18.53	597.6	0	0.01	24.49	23.18	24.49
20.3	60.2	10	13	498	0	1015.5	5	0.9	2	24.58	49.25	99896.75	41.57	557.9	0	0.01	21.82	20.84	21.82
20.3	60.6	42	11	501	0	1015.5	5	0.5	5	24.58	49.45	99896.83	27.35	598.5	0	0.01	24.45	23.75	24.45
20.4	60.3	22	11	507	0	1015.5	4.9	0.7	3	24.58	49.85	99897.4	19.85	604.17	0	0.01	23.15	23.15	23.15
20.4	60.5	5	20	508	0	1015.5	4.9	0.5	2	24.58	50.12	99896.68	72.38	596.75	0	0.01	22.55	22.55	22.55
20.6	59.5	9	11	504	0	1015.6	5	0.7	1	24.18	50.15	99895.85	45.45	611.72	0	0.01	22.08	21.95	22.08
20.3	60.8	4	10	505	0	1015.5	5	0.6	2	24.58	50.15	99895.85	9.69	634.04	0	0.01	23.85	23.12	23.85
20.2	61	13	11	505	0	1015.5	5	0.4	2	24.42	50.15	99895.85	14.06	599.63	0	0.01	20.98	20.98	20.98
20.3	60.8	12	14	498	0	1015.6	5.1	0.6	2	24.35	50.15	99895.85	45.1	636.97	0	0.01	24.12	23.37	24.12
20.4	60.9	13	8	495	0	1015.6	5.1	0.4	2	23.68	51.05	99895.95	29.17	629.7	0	0.01	25.48	25.4	25.48
20.1	62.1	12	7	495	0	1015.6	5	0.4	2	23.6	51.35	99896.83	1.96	680.21	0	0.01	26.87	26.65	26.87
20.1	62.7	11	8	492	0	1015.6	4.8	0.4	2	24.27	51.18	99897.5	27.23	607.86	0	0.01	26	25.95	26
20.3	61.9	10	17	497	0	1015.6	4.9	0.4	2	24.58	50.25	99898.3	203.65	596.95	0	0.01	26.25	26.25	26.25
20.2	61.8	14	16	499	0	1015.5	4.8	0.8	2	25.25	49.88	99899.47	600.85	604.82	0	0.01	24.42	24.42	24.42
20.2	61.1	8	15	499	0	1015.6	4.9	0.3	2	25.57	49.17	99901.08	901.45	580.48	0	0.01	26.73	26.73	26.73
20.2	61.1	15	14	504	0	1015.5	4.9	0.5	3	25.57	49.17	99902.22	1103.38	615.48	0	0.01	25.93	25.07	25.93
25.6	49.3	5	2	703	0	1012.9	7.8	17	2	29.5	48.72	99642.1	537.28	784.2	0	0.01	14.77	14.77	14.77
25.6	49	6	3	688	0	1012.9	7.9	17.5	2	29.5	47.82	99641.17	506.78	769.93	0	0.01	16.33	15.97	16.33
25.8	50.3	10	3	683	0	1012.9	8	18.6	2	29.5	46.68	99640.22	464	781.72	0	0.01	21	20.53	21
25.7	47.6	5	0	683	0	1013.5	8	19.4	2	29.32	44.75	99025.2	263.63	790.52	0	0.01	16.23	16.23	16.23
25.3	48.4	26	0	662	0	1014	8	19.4	5	29.28	43.85	99650.1	54.6	714.13	0	0.01	33.3	33.3	33.3
25	47.5	13	0	626	0	1013.9	8	19.4	2	27.85	44.62	99662.07	0	651.53	0	0.01	25.48	25.48	25.48
24.6	48.4	25	0	586	0	1014	8	19.4	5	27.22	45.23	99672.58	1.95	603.9	0	0.01	20.97	20.97	20.97
23.8	50.6	18	0	545	0	1014	7.8	15.5	2	26.55	46.2	99683.08	17.76	587.37	0	0.01	29.23	29.23	29.23
23.4	52	20	17	513	0	1014	8	19.4	2	26.55	46.22	99690.52	159.55	605.78	0	0.01	31.38	30.67	31.38
23.5	51.5	8	0	499	0	1014	8	19.4	1	27.22	45.75	99697.72	158.58	647.31	0	0.01	35.15	34.75	35.15
23.5	51.8	3	0	505	0	1014	5.1	0.1	1	27.53	45.23	99704.58	224.18	667.02	0	0.01	28.74	28.74	28.74
23.5	51.9	17	3	506	0	1014	5.1	0.7	2	27.53	45.23	99709.18	200.02	637.12	0	0.01	27.19	27.19	27.19
