ID Patient: Soggetto1
Info recording: 
Real time postures and extra info recording:
Recording started at: 20:10:17:11:28:810

START:
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20/10/2022;17:11:44;45.4719789;9.2271514
6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20/10/2022;17:11:48;45.47196;9.2271372
6;6;27.0;45.0;100836;919;552;0.01;0.0;29.0;31.0;32.0;1;1;2;1;20/10/2022;17:11:56;45.4720253;9.2267644;
6;7;27.0;44.0;100835;624;500;0.01;0.0;30.0;32.0;33.0;1;2;2;2;20/10/2022;17:12:12;45.472057;9.2268127;
6;8;27.0;44.0;100834;585;618;0.01;0.0;30.0;32.0;33.0;1;2;2;2;20/10/2022;17:12:38;45.472082;9.2268867;
6;10;27.0;44.0;100830;754;565;0.01;0.0;0;0;0;0;3;3;0;20/10/2022;17:13:6;45.472073;9.2267722
6;10;26.0;45.0;100822;1010;629;0.01;0.0;21.0;22.0;22.0;1;2;2;2;20/10/2022;17:13:38;45.472272;9.2270185;
6;11;26.0;45.0;100816;1817;713;0.01;0.0;12.0;13.0;13.0;1;2;2;2;20/10/2022;17:14:2;45.4721439;9.227083;
6;12;27.0;46.0;100809;2725;732;0.01;0.0;16.0;17.0;17.0;1;1;1;2;20/10/2022;17:14:28;45.4721598;9.2271081;
6;13;27.0;46.0;100803;3093;931;0.01;0.0;23.0;24.0;24.0;1;2;2;1;20/10/2022;17:14:56;45.4722084;9.2271268;
6;14;28.0;47.0;100797;3475;908;0.01;12.76;16.0;17.0;17.0;1;1;1;2;20/10/2022;17:15:18;45.4721811;9.227135;
6;15;28.0;47.0;100792;3553;796;0.01;0.0;16.0;17.0;17.0;1;2;2;2;20/10/2022;17:15:38;45.4721811;9.227135;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
