26;53;102055;465;1011;0.01;0;8;10;11;12
26;53;102055;393;995;0.01;0;15;16;17;36
26;52;102055;472;1021;0.01;0;15;16;16;60
26;52;102054;419;994;0.01;0;11;12;12;104
0;0;0;417;976;0.01;0;10;11;11;112
26;51;102053;382;1022;0.01;0;10;11;11;136
26;51;102052;433;974;0.01;0;10;11;12;160
26;51;102052;457;1021;0.01;0;10;11;11;184
26;51;102052;429;1006;0.01;0;10;11;11;220
26;51;102051;365;977;0.01;0;8;8;8;244
26;50;102050;383;977;0.01;0;11;12;12;268
26;50;102050;338;987;0.01;0;15;16;16;292
27;49;102049;364;1005;0.01;0;11;12;12;316
27;49;102048;352;984;0.01;0;13;14;14;348
27;49;102047;275;1029;0.01;0;13;14;14;370
26;48;102046;147;1018;0.01;0;7;8;8;386
26;47;102045;73;876;0.01;0;9;10;10;410
26;46;102047;18;839;0.01;0;10;10;10;434
26;45;102052;1;754;0.01;0;15;16;16;474
26;45;102057;22;705;0.01;0;15;16;16;486
25;45;102063;0;685;0.01;0;15;16;16;522
24;46;102068;0;678;0.01;0;16;18;21;546
23;46;102073;2;636;0.01;0;22;23;23;570
23;46;102078;3;628;0.01;0;16;17;17;594
23;47;102082;8;640;0.01;0;15;16;16;614
22;47;102087;9;684;0.01;0;15;16;16;638
22;48;102091;8;656;0.01;0;15;16;16;662
22;48;102095;5;662;0.01;0;15;16;16;686
21;49;102098;2;661;0.01;0;11;12;12;710
21;49;102102;2;649;0.01;0;11;13;13;744
20;50;102106;6;705;0.01;0;13;14;14;756
20;50;102109;4;642;0.01;0;13;14;14;780
20;51;102112;2;662;0.01;0;13;14;14;816
19;52;102115;4;679;0.01;0;15;16;16;844
20;52;102118;31;644;0.01;0;15;15;15;868
20;51;102121;20;639;0.01;0;18;19;19;890
20;51;102124;14;664;0.01;0;8;8;9;914
21;51;102127;47;648;0.01;0;13;14;14;938
21;51;102129;134;715;0.01;0;13;14;14;962
0;0;0;165;639;0.01;0;7;8;8;994
0;0;0;204;643;0.01;0;0;0;0;1014
22;50;102135;202;674;0.01;0;12;13;13;1040
22;50;102137;173;662;0.01;0;13;14;14;1058
22;50;102138;165;665;0.01;0;13;14;14;1084
0;0;0;157;599;0.01;0;13;14;14;1116
22;50;102141;152;685;0.01;0;3;3;3;1148
22;49;102142;142;665;0.01;0;11;12;12;1164
22;49;102143;128;628;0.01;0;10;11;11;1188
22;49;102144;119;692;0.01;0;13;14;14;1222
22;49;102145;126;634;0.01;0;16;17;17;1238
22;49;102146;112;729;0.01;0;16;17;17;1262
22;49;102146;111;667;0.01;0;13;14;15;1286
23;49;102147;110;705;0.01;0;18;19;19;1310
23;49;102147;82;721;0.01;0;18;19;19;1350
0;0;0;55;680;0.01;0;0;0;0;1358
22;49;102148;44;648;0.01;0;24;25;25;1382
